Transect,drone_metric,drone_value,EVI,TCB,TCW,TCG
T3,Tree Stems,6,3182,2783,-1294,1146
T2,Tree Stems,1,2562,3024,-1602,755
T2,Tree Stems,0,2570,3114,-1612,896
T2,Tree Stems,2,3622,2968,-1521,1248
T2,Tree Stems,0,3521,3003,-1666,1199
T2,Tree Stems,0,3542,3058,-1749,1215
T2,Tree Stems,0,3784,3159,-1666,1360
T2,Tree Stems,0,3647,3104,-1654,1271
T2,Tree Stems,4,3688,3096,-1598,1308
T2,Tree Stems,0,3792,3074,-1565,1329
T2,Tree Stems,0,3696,3052,-1670,1285
T2,Tree Stems,0,3658,3137,-1702,1262
T2,Tree Stems,1,3651,2933,-1586,1302
T2,Tree Stems,1,3733,3207,-1672,1308
T2,Tree Stems,0,3722,3218,-1698,1309
T2,Tree Stems,0,3950,3208,-1555,1422
T2,Tree Stems,0,3946,3181,-1568,1417
T2,Tree Stems,3,3938,2925,-1405,1447
T2,Tree Stems,7,3698,2977,-1509,1335
T2,Tree Stems,8,3840,3178,-1643,1347
T2,Tree Stems,4,3719,3230,-1697,1319
T2,Tree Stems,1,3859,3287,-1693,1371
T2,Tree Stems,4,3866,3027,-1561,1412
T2,Tree Stems,8,3886,2999,-1467,1418
T2,Tree Stems,10,3875,3004,-1419,1413
T2,Tree Stems,6,4027,3149,-1545,1414
T2,Tree Stems,6,3995,3217,-1645,1426
T2,Tree Stems,5,3843,3040,-1596,1417
T2,Tree Stems,7,3961,3055,-1531,1464
T2,Tree Stems,7,4037,3070,-1452,1501
T2,Tree Stems,4,4123,3188,-1511,1494
T2,Tree Stems,4,4276,3235,-1562,1555
T2,Tree Stems,1,3985,3072,-1590,1466
T2,Tree Stems,2,4015,3102,-1619,1491
T2,Tree Stems,4,4065,3128,-1587,1527
T2,Tree Stems,3,4158,3238,-1606,1509
T2,Tree Stems,0,4000,3141,-1652,1499
T1,Tree Stems,0,4831,3266,-1132,1987
T1,Tree Stems,0,4949,3139,-985,2032
T1,Tree Stems,0,4542,3224,-1133,1826
T1,Tree Stems,0,4385,3208,-1174,1761
T1,Tree Stems,0,4432,3181,-1173,1767
T1,Tree Stems,0,4961,3276,-1033,2027
T1,Tree Stems,0,4802,3196,-1051,1918
T1,Tree Stems,0,4377,3251,-1202,1729
T1,Tree Stems,0,4288,3214,-1200,1713
T1,Tree Stems,0,4275,3176,-1224,1675
T1,Tree Stems,0,4753,3232,-1073,1939
T1,Tree Stems,0,4615,3249,-1120,1850
T1,Tree Stems,0,4525,3230,-1158,1798
T1,Tree Stems,0,4467,3134,-1135,1761
T1,Tree Stems,0,4895,3244,-1082,1971
T1,Tree Stems,0,4733,3220,-1123,1899
T1,Tree Stems,0,4715,3170,-1054,1900
T1,Tree Stems,0,4906,3112,-1026,1932
T1,Tree Stems,0,4653,3348,-1206,1891
T1,Tree Stems,0,4771,3244,-1135,1911
T1,Tree Stems,7,4661,3157,-1111,1853
T1,Tree Stems,2,4671,3104,-1070,1847
T1,Tree Stems,0,4656,3062,-1053,1902
T1,Tree Stems,0,4391,3297,-1251,1754
T1,Tree Stems,2,4472,3208,-1198,1763
T1,Tree Stems,1,4557,3068,-1081,1803
T1,Tree Stems,19,4541,2915,-982,1784
T1,Tree Stems,0,4671,3212,-1126,1868
T1,Tree Stems,1,4530,3278,-1225,1793
T1,Tree Stems,0,4037,3186,-1299,1570
T1,Tree Stems,0,4102,3055,-1186,1575
T1,Tree Stems,0,4175,2952,-1096,1615
T1,Tree Stems,1,4718,3296,-1184,1901
T1,Tree Stems,0,4383,3344,-1287,1743
T1,Tree Stems,0,4131,3133,-1258,1625
T1,Tree Stems,0,4552,3013,-1065,1789
T1,Tree Stems,0,4607,2983,-992,1830
T1,Tree Stems,0,4458,3237,-1239,1775
T1,Tree Stems,0,4485,3106,-1194,1775
T1,Tree Stems,2,5078,3025,-948,2041
T1,Tree Stems,0,4655,3161,-1141,1850
J2,Tree Stems,0,3701,2942,-1507,1359
J2,Tree Stems,0,3819,3073,-1609,1391
J2,Tree Stems,0,4034,3061,-1510,1482
J2,Tree Stems,1,4393,3127,-1418,1610
J2,Tree Stems,0,4293,3186,-1435,1616
J2,Tree Stems,2,2485,2748,-1358,827
J2,Tree Stems,1,3812,2927,-1402,1391
J2,Tree Stems,0,4164,3064,-1433,1556
J2,Tree Stems,1,3936,3101,-1528,1446
J2,Tree Stems,0,4301,3137,-1386,1661
J2,Tree Stems,5,4870,3003,-1117,1872
J2,Tree Stems,0,4554,3114,-1338,1694
J2,Tree Stems,1,3001,2922,-1493,1082
J2,Tree Stems,5,2472,2833,-1407,790
J2,Tree Stems,7,3085,2927,-1576,1125
J2,Tree Stems,2,3910,3098,-1539,1420
J2,Tree Stems,3,4139,3130,-1490,1518
J2,Tree Stems,0,4061,3114,-1510,1481
J2,Tree Stems,0,4150,3174,-1519,1518
J2,Tree Stems,0,4931,3114,-1198,1915
J2,Tree Stems,0,4991,3131,-1175,1892
J2,Tree Stems,3,2206,2822,-1390,717
J2,Tree Stems,9,3165,2793,-1480,1038
J2,Tree Stems,9,3572,2927,-1641,1233
J2,Tree Stems,3,3975,3166,-1558,1469
J2,Tree Stems,3,4131,3159,-1540,1491
J2,Tree Stems,0,4105,3227,-1536,1520
J2,Tree Stems,0,4057,3293,-1575,1508
J2,Tree Stems,0,4542,3230,-1366,1718
J2,Tree Stems,4,2950,2770,-1366,1016
J2,Tree Stems,2,3853,2844,-1455,1339
J2,Tree Stems,3,3904,2947,-1518,1394
J2,Tree Stems,1,3878,3075,-1608,1387
J2,Tree Stems,3,4044,3168,-1593,1464
J2,Tree Stems,2,4241,2843,-1223,1559
J2,Tree Stems,9,4463,2892,-1226,1664
J2,Tree Stems,1,4629,2894,-1161,1713
J1,Tree Stems,0,4559,3272,-1374,1798
J1,Tree Stems,0,4629,3331,-1394,1794
J1,Tree Stems,0,4481,3380,-1522,1705
J1,Tree Stems,0,4358,3394,-1575,1640
J1,Tree Stems,0,4243,3420,-1614,1596
J1,Tree Stems,0,4159,3371,-1658,1539
J1,Tree Stems,0,3950,3314,-1707,1450
J1,Tree Stems,1,4137,3170,-1521,1525
J1,Tree Stems,0,4099,3065,-1474,1496
J1,Tree Stems,0,3756,2989,-1472,1347
J1,Tree Stems,0,4799,3126,-1243,1854
J1,Tree Stems,0,4721,3253,-1339,1823
J1,Tree Stems,0,4337,3314,-1496,1648
J1,Tree Stems,0,4202,3350,-1610,1573
J1,Tree Stems,1,4194,3365,-1608,1563
J1,Tree Stems,0,4124,3353,-1644,1544
J1,Tree Stems,1,3990,3294,-1638,1474
J1,Tree Stems,0,4063,3158,-1499,1504
J1,Tree Stems,1,4040,3037,-1456,1459
J1,Tree Stems,0,2933,3012,-1467,1027
J1,Tree Stems,0,5002,3163,-1140,1973
J1,Tree Stems,0,4693,3208,-1272,1830
J1,Tree Stems,0,4484,3179,-1322,1725
J1,Tree Stems,3,4264,3216,-1447,1624
J1,Tree Stems,4,4126,3237,-1546,1554
J1,Tree Stems,2,4149,3294,-1589,1544
J1,Tree Stems,1,4066,3257,-1559,1518
J1,Tree Stems,1,4021,3044,-1505,1480
J1,Tree Stems,0,3834,2954,-1353,1381
J1,Tree Stems,0,2344,2870,-1362,710
J1,Tree Stems,0,4978,3091,-1120,1928
J1,Tree Stems,0,4760,3042,-1156,1827
J1,Tree Stems,0,4696,2915,-1114,1792
J1,Tree Stems,1,4438,3080,-1275,1683
J1,Tree Stems,3,4308,3089,-1375,1602
J1,Tree Stems,1,3998,3165,-1628,1511
J1,Tree Stems,5,4028,3118,-1556,1435
J1,Tree Stems,1,3863,2952,-1428,1392
J1,Tree Stems,0,2729,2911,-1300,929
J1,Tree Stems,0,3127,2765,-1294,1076
J1,Tree Stems,1,5046,3047,-1114,1911
J1,Tree Stems,0,4829,2971,-1084,1861
J1,Tree Stems,0,4746,2990,-1130,1794
J1,Tree Stems,0,4486,3122,-1322,1709
J1,Tree Stems,0,4347,3135,-1368,1634
J1,Tree Stems,0,4066,3108,-1535,1521
J1,Tree Stems,0,3797,2971,-1582,1333
J1,Tree Stems,0,3060,2854,-1406,1011
J1,Tree Stems,0,2485,2748,-1358,827
J1,Tree Stems,0,3812,2927,-1402,1391
